id,rf_bill_type,rf_bill_no,rf_bill_detail_no,uuid,order_id,order_type,rf_busi_id,rf_busi_type,fee_code,fee_name,invoice_method,direction,currency,bal,account_id,status,bill_type,bill_id,created,related_time,audited,modified,remark,del_status
7361,1,36193910000N16081,20100118033100000005315416,1339680d9bf9539d306ef975f59605a9,RO000000002153,4,RO000000002153,201001,31,采购货款,10,-1,CNY,337.80,36193910000,5,1,3302,2018-03-31 01:00:05,2018-04-10 11:43:08,2018-04-13 20:13:39,2018-04-13 20:13:39,,0
7438,1,36193910000N22054,20100118040400000005114916,7598ef4e6afbb233732b79ac1e4d4860,PO000000176523,1,PO000000176523,201001,31,采购货款,10,1,CNY,5258.80,36193910000,2,,,2018-04-04 01:00:02,,,2018-04-04 01:00:02,,0
7450,1,36193910000N22054,20100218040400000004920316,1149c0fcd98d683d79ff723d71f27f1d,10170,3,10170,201002,34,规模返利,10,-1,CNY,664.98,36193910000,2,,,2018-04-04 10:51:57,,,2018-04-04 10:51:57,,0
7628,1,36193910000N22054,20100118040700000005428816,e49c863bb79143ba3d6863d6badc0d03,PO000000191333,1,PO000000191333,201001,31,采购货款,10,1,CNY,200.80,36193910000,2,,,2018-04-07 01:00:02,,,2018-04-07 01:00:02,,0
7737,1,36193910000N22054,20100118040800000005225316,8786200b3b81432836b4890f9c4494b8,PO000000196010,1,PO000000196010,201001,31,采购货款,10,1,CNY,100.40,36193910000,2,,,2018-04-08 01:00:02,,,2018-04-08 01:00:02,,0
7766,1,36193910000N22054,20100118040700000005428716,f8eea8551cdba806fb090b23d8bbb83e,PO000000189093,1,PO000000189093,201001,31,采购货款,10,1,CNY,1858.28,36193910000,2,,,2018-04-07 01:00:03,,,2018-04-07 01:00:03,,0
7838,1,36193910000N22054,20100118040800000005225116,45214ab549eebfe7deb006eb6c2efd42,PO000000193884,1,PO000000193884,201001,31,采购货款,10,1,CNY,1794.72,36193910000,2,,,2018-04-08 01:00:02,,,2018-04-08 02:00:00,,0
7952,1,36193910000N22054,20100118040700000005428616,da26d2ffd40e75665240cbedd4720bb1,PO000000188830,1,PO000000188830,201001,31,采购货款,10,1,CNY,575.20,36193910000,2,,,2018-04-07 01:00:02,,,2018-04-07 01:00:02,,0
7959,1,36193910000N22054,20100118040800000005225216,965704a9c4859266f9ccfad86dfe82ab,PO000000194412,1,PO000000194412,201001,31,采购货款,10,1,CNY,599.04,36193910000,2,,,2018-04-08 01:00:03,,,2018-04-08 02:00:00,,0
8652,1,36193910000N22054,20100118041100000005332816,9c39ca8390b7ff61cd185e1885b33ab1,PO000000199393,1,PO000000199393,201001,31,采购货款,10,1,CNY,6062.00,36193910000,2,,,2018-04-11 01:00:03,,,2018-04-11 01:00:03,,0
8655,1,36193910000N22054,20100118041100000005332716,9f70cd27133b770f86bbf10ae87bf233,PO000000196667,1,PO000000196667,201001,31,采购货款,10,1,CNY,5544.76,36193910000,2,,,2018-04-11 01:00:04,,,2018-04-11 01:00:04,,0
8701,1,36193910000N22054,20100118041100000005332916,29fd12a5ec4df7158d8957762de0340a,PO000000199780,1,PO000000199780,201001,31,采购货款,10,1,CNY,2191.68,36193910000,2,,,2018-04-11 01:00:03,,,2018-04-11 01:00:04,,0
8726,1,36193910000N22054,20100118041400000007100116,fa2bec6142e4b8d16cfb5a79adaf7c9b,PO000000206586,1,PO000000206586,201001,31,采购货款,10,1,CNY,6128.40,36193910000,2,,,2018-04-14 01:00:05,,,2018-04-14 01:00:05,,0
8834,1,36193910000N22054,20100118041400000007100216,d521d1e1c902d41599d2e513b54d4fea,PO000000209530,1,PO000000209530,201001,31,采购货款,10,1,CNY,3768.28,36193910000,2,,,2018-04-14 01:00:06,,,2018-04-14 01:00:06,,0
334,1,73177056,16173151981,428c0ae894e8790c3f4a7d29ec319099,PO000000045932,1,PO000000045932,201001,31,采购货款,10,1,CNY,928.20,34729010000,5,1,2052,2018-01-22 17:56:08,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
344,1,73177056,16173151883,d5ff1f403003e3d727d55c6e27d8eb27,PO000000046140,1,PO000000046140,201001,31,采购货款,10,1,CNY,58.00,34729010000,5,1,2052,2018-01-22 17:56:16,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
347,1,73177056,16173152139,9c941a0fb7f94e661cf4e3202116e894,PO000000045567,1,PO000000045567,201001,31,采购货款,10,1,CNY,386.20,34729010000,5,1,2052,2018-01-22 17:56:19,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
368,1,73177056,16173152207,a0f7f1fb2eadb5184d71e5a27eadb9b6,PO000000046151,1,PO000000046151,201001,31,采购货款,10,1,CNY,163.20,34729010000,5,1,2052,2018-01-22 17:56:27,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
371,1,73177056,16174401318,4898c9c590414ab7462c414b58c6c31b,PO000000048931,1,PO000000048931,201001,31,采购货款,10,1,CNY,250.80,34729010000,5,1,2052,2018-01-22 17:56:29,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
380,1,73177056,16174401687,3662edf31dea9b25e986536b29b2ba38,PO000000047927,1,PO000000047927,201001,31,采购货款,10,1,CNY,402.00,34729010000,5,1,2052,2018-01-22 17:56:33,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
393,1,73177056,16173842813,51d50aa94267f9c72418e109cdf12928,PO000000047132,1,PO000000047132,201001,31,采购货款,10,1,CNY,110.00,34729010000,5,1,2052,2018-01-22 17:56:42,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
418,1,73177056,16174401611,c5dca1ebbc5bb89ff8526580fea453c9,PO000000048942,1,PO000000048942,201001,31,采购货款,10,1,CNY,105.20,34729010000,5,1,2052,2018-01-22 17:56:54,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
476,1,73177056,16173843186,1b26686ee1af4cc372db9dc69cc2e4b5,PO000000047632,1,PO000000047632,201001,31,采购货款,10,1,CNY,1078.90,34729010000,5,1,2052,2018-01-22 17:57:13,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
493,1,73177056,16174401688,e1b6e6bc3fc1922cc335a0630bdfc5ec,PO000000048862,1,PO000000048862,201001,31,采购货款,10,1,CNY,1330.00,34729010000,5,1,2052,2018-01-22 17:57:16,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
541,1,73177056,16173842973,fd52d698b9bf84b3a492d082ba2145d2,PO000000047621,1,PO000000047621,201001,31,采购货款,10,1,CNY,98.00,34729010000,5,1,2052,2018-01-22 17:57:29,2018-02-28 21:31:05,2018-03-07 23:39:15,2018-03-07 23:39:15,,0
855,1,73670769,16177837512,e395e31399b12dfd7cf8f33d7dd81528,PO000000056280,1,PO000000056280,201001,31,采购货款,10,1,CNY,311.20,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
860,1,73670769,16175078928,4764be3dccb586a95bda02c2c505b9d9,PO000000044042,1,PO000000044042,201001,31,采购货款,10,1,CNY,115.00,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
861,1,73670769,16175078927,39c3946d65d6d9d1e8191cc6e5121f4c,PO000000044144,1,PO000000044144,201001,31,采购货款,10,1,CNY,274.00,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
864,1,73670769,16175762114,8c6529b216a929adbd4cd0aa221340a7,PO000000052619,1,PO000000052619,201001,31,采购货款,10,1,CNY,116.00,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
865,1,73670769,16179089801,86b57ffd7dc1ccf0c3a393fb39d99950,PO000000060093,1,PO000000060093,201001,31,采购货款,10,1,CNY,729.40,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
866,1,74895659,16182703530,f57d133a0962a8a9cbbed011ad4df644,PO000000067196,1,PO000000067196,201001,31,采购货款,10,1,CNY,107.00,34729010000,5,1,1853,2018-01-26 23:02:20,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
872,1,73670769,16175078622,1bd967c6e8fe0a06cfb31938f70f7d99,PO000000044188,1,PO000000044188,201001,31,采购货款,10,1,CNY,701.36,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
878,1,73670769,16178498345,5a42891a729a5d6b88eba50c2d822c61,PO000000058355,1,PO000000058355,201001,31,采购货款,10,1,CNY,932.40,34729010000,5,1,1805,2018-01-26 23:02:20,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
879,1,74895659,16182703143,c26a6978414d72d14ccf80e1f08ad2ef,PO000000067243,1,PO000000067243,201001,31,采购货款,10,1,CNY,416.30,34729010000,5,1,1853,2018-01-26 23:02:20,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
890,1,74895659,16181166467,cd8a82f315032dd1b5fa6b97f9ce24ae,PO000000063672,1,PO000000063672,201001,31,采购货款,10,1,CNY,703.80,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
893,1,73670769,16175078716,202b85126b80204ab753298a82d8bc7a,PO000000050339,1,PO000000050339,201001,31,采购货款,10,1,CNY,20.00,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
894,1,73670769,16175078887,8438f3bd355b20370e295d835158bed4,PO000000044257,1,PO000000044257,201001,31,采购货款,10,1,CNY,1576.70,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
897,1,73670769,16175078947,37065bb752e17aea4132f7ff5bd5e23d,PO000000050328,1,PO000000050328,201001,31,采购货款,10,1,CNY,204.00,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
915,1,73670769,16175078441,43d23baad7388f5724b7b2958e4b4e90,PO000000044199,1,PO000000044199,201001,31,采购货款,10,1,CNY,631.32,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
922,1,73670769,16175078850,869a272af0b077d8fa5390216d3d8e59,PO000000050395,1,PO000000050395,201001,31,采购货款,10,1,CNY,524.30,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
937,1,74895659,16181166181,f0435a95888fbac450679921c68313ef,PO000000064711,1,PO000000064711,201001,31,采购货款,10,1,CNY,684.04,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
938,1,74895659,16179670229,e9b7e67bbd57571309056afa7c57bd0a,PO000000061143,1,PO000000061143,201001,31,采购货款,10,1,CNY,566.20,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
944,1,74895659,16182485625,b8008d9ca01891ae1b60728d7cbf5413,PO000000066319,1,PO000000066319,201001,31,采购货款,10,1,CNY,9.20,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
953,1,74895659,16182485892,cd0623a4d4b74ae06e126026d50573d6,PO000000066331,1,PO000000066331,201001,31,采购货款,10,1,CNY,509.40,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
974,1,73670769,16175078443,72513286dad8384782f0571c0c4197cc,PO000000044702,1,PO000000044702,201001,31,采购货款,10,1,CNY,887.38,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
976,1,74895659,16180440300,818ce0934693b0031654f967ac899f10,PO000000062873,1,PO000000062873,201001,31,采购货款,10,1,CNY,962.00,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
991,1,74895659,16182485815,f955c8f53486243df8d5a47b924c6cb8,PO000000066308,1,PO000000066308,201001,31,采购货款,10,1,CNY,51.20,34729010000,5,1,1853,2018-01-26 23:02:21,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
993,1,73670769,16175762115,7b4e7d1a723356f87b95ef51124d9adb,PO000000052631,1,PO000000052631,201001,31,采购货款,10,1,CNY,597.40,34729010000,5,1,1805,2018-01-26 23:02:21,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1016,1,74895659,16182703144,b65048c5d0438158359a1e22667b2a5b,PO000000067607,1,PO000000067607,201001,31,采购货款,10,1,CNY,736.80,34729010000,5,1,1853,2018-01-26 23:02:22,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1039,1,73670769,16179089870,6ddb21cfbed4facecfb120764407bcb1,PO000000059881,1,PO000000059881,201001,31,采购货款,10,1,CNY,43.80,34729010000,5,1,1805,2018-01-26 23:02:22,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1056,1,74895659,16180440490,bc3c3e20a2f95575d18d34cdbcf7f33a,PO000000062931,1,PO000000062931,201001,31,采购货款,10,1,CNY,110.32,34729010000,5,1,1853,2018-01-26 23:02:22,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1062,1,74895659,16182703436,2518a42adb1fd7b96a5bee7f8bed2d30,PO000000067594,1,PO000000067594,201001,31,采购货款,10,1,CNY,112.00,34729010000,5,1,1853,2018-01-26 23:02:22,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1071,1,74895659,16182703418,8edd7e2812eac16fabbe5976bff22a13,PO000000067334,1,PO000000067334,201001,31,采购货款,10,1,CNY,712.30,34729010000,5,1,1853,2018-01-26 23:02:22,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1111,1,74895659,16182703417,98fd50f4cc396c4ce4e6b26cc88734b9,PO000000067527,1,PO000000067527,201001,31,采购货款,10,1,CNY,693.20,34729010000,5,1,1853,2018-01-26 23:02:22,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1125,1,73670769,16175078442,89c10aed8ebb15b5b544e13d563b83e8,PO000000044553,1,PO000000044553,201001,31,采购货款,10,1,CNY,1025.12,34729010000,5,1,1805,2018-01-26 23:02:22,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1143,1,74895659,16181166256,ff0244e832a63c67f6cc6bef952fb142,PO000000064357,1,PO000000064357,201001,31,采购货款,10,1,CNY,153.00,34729010000,5,1,1853,2018-01-26 23:02:23,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1148,1,73670769,16179089738,c32519c092f89f2782c6e8e55c13e644,PO000000059870,1,PO000000059870,201001,31,采购货款,10,1,CNY,31.20,34729010000,5,1,1805,2018-01-26 23:02:23,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1151,1,73670769,16176477550,647df66164696c7ff6818b0ff79615fa,PO000000054411,1,PO000000054411,201001,31,采购货款,10,1,CNY,251.00,34729010000,5,1,1805,2018-01-26 23:02:23,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1155,1,73670769,16178498766,3de70d0e7b1d6f424005b510e1dfa92e,PO000000056428,1,PO000000056428,201001,31,采购货款,10,1,CNY,56.00,34729010000,5,1,1805,2018-01-26 23:02:23,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1200,1,74895659,16179669922,022783b97c167e5f4e85d69cd9e1d00b,PO000000060560,1,PO000000060560,201001,31,采购货款,10,1,CNY,56.00,34729010000,5,1,1853,2018-01-26 23:02:23,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1231,1,74895659,16180440470,6f155e0224b82a07219f269be6f24d1f,PO000000062942,1,PO000000062942,201001,31,采购货款,10,1,CNY,23.00,34729010000,5,1,1853,2018-01-26 23:02:23,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1262,1,73670769,16176477124,cf668e3a38ecb23f49b59223376daf1e,PO000000053952,1,PO000000053952,201001,31,采购货款,10,1,CNY,280.00,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1288,1,73670769,16175078624,02ec597c8cb3453b31c1574b0a4256b9,PO000000044235,1,PO000000044235,201001,31,采购货款,10,1,CNY,1941.02,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1298,1,74895659,16182485891,4af4ddaa1bec2f6396938ee3eefbea02,PO000000066239,1,PO000000066239,201001,31,采购货款,10,1,CNY,957.20,34729010000,5,1,1853,2018-01-26 23:02:24,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1300,1,73670769,16175078926,4439bf000ad191409d5e44cec960e4de,PO000000044053,1,PO000000044053,201001,31,采购货款,10,1,CNY,529.26,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1302,1,73670769,16175078625,606547c762fb519b5242e6c28f391db6,PO000000044611,1,PO000000044611,201001,31,采购货款,10,1,CNY,576.00,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1313,1,73670769,16175078888,95cfa28616b3c6f72d54a0de3c46214a,PO000000044597,1,PO000000044597,201001,31,采购货款,10,1,CNY,479.48,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1314,1,73670769,16176477495,cb57b5655485d591be1b350629f6aded,PO000000054386,1,PO000000054386,201001,31,采购货款,10,1,CNY,134.20,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1337,1,73670769,16175078774,798037c0a206c7ab263089ebf8fa30a0,PO000000044644,1,PO000000044644,201001,31,采购货款,10,1,CNY,2795.79,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1352,1,73670769,16175078714,52990dc1ae0fec5704729e2decd2b6c0,PO000000044122,1,PO000000044122,201001,31,采购货款,10,1,CNY,1273.40,34729010000,5,1,1805,2018-01-26 23:02:24,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1381,1,74895659,16179669985,1623c1610a6f2459322afa6ca0302fbb,PO000000060946,1,PO000000060946,201001,31,采购货款,10,1,CNY,307.60,34729010000,5,1,1853,2018-01-26 23:02:24,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1396,1,73670769,16175078623,f777e5d7b41ee39098a373bbb1c630b2,PO000000044155,1,PO000000044155,201001,31,采购货款,10,1,CNY,238.84,34729010000,5,1,1805,2018-01-26 23:02:25,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1422,1,73670769,16175078811,156246783c3362e33f85f76ba353f652,PO000000044133,1,PO000000044133,201001,31,采购货款,10,1,CNY,174.90,34729010000,5,1,1805,2018-01-26 23:02:25,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1441,1,73670769,16177836903,ab7b64ec05e7cb61583465dd892f8301,PO000000056440,1,PO000000056440,201001,31,采购货款,10,1,CNY,343.00,34729010000,5,1,1805,2018-01-26 23:02:25,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1494,1,73670769,16176477320,f3ada5c3912d8875b9a66774c8b8d49c,PO000000054397,1,PO000000054397,201001,31,采购货款,10,1,CNY,25.00,34729010000,5,1,1805,2018-01-26 23:02:25,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1507,1,73670769,16178498477,858e568825cad899d35574a0a5d6a008,PO000000058220,1,PO000000058220,201001,31,采购货款,10,1,CNY,748.00,34729010000,5,1,1805,2018-01-26 23:02:25,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1638,1,73670769,16177113837,6d4c080bf9076021a3a9622834d92839,PO000000055163,1,PO000000055163,201001,31,采购货款,10,1,CNY,735.08,34729010000,5,1,1805,2018-01-26 23:02:27,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1642,1,73670769,16177113721,5bd750ac57ed7015ff8ce815b43087eb,PO000000055301,1,PO000000055301,201001,31,采购货款,10,1,CNY,329.60,34729010000,5,1,1805,2018-01-26 23:02:27,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1723,1,74895659,16180440299,e190aaaf7bf6f97e31dd182ac7c12e67,PO000000062828,1,PO000000062828,201001,31,采购货款,10,1,CNY,517.60,34729010000,5,1,1853,2018-01-26 23:02:27,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1724,1,73670769,16178498516,7fa935a10049ef328f879f3420e33cde,PO000000056393,1,PO000000056393,201001,31,采购货款,10,1,CNY,38.00,34729010000,5,1,1805,2018-01-26 23:02:27,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1762,1,73670769,16175761824,8fd46ff26ce70901645c0f985a4b2104,PO000000052675,1,PO000000052675,201001,31,采购货款,10,1,CNY,318.20,34729010000,5,1,1805,2018-01-26 23:02:27,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1800,1,73670769,16175078602,2b8b21a19354561d0bfba79367860c50,PO000000044246,1,PO000000044246,201001,31,采购货款,10,1,CNY,187.60,34729010000,5,1,1805,2018-01-26 23:02:28,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1804,1,73670769,16175762251,f9ea9048b556a67b9b7893234736c048,PO000000052620,1,PO000000052620,201001,31,采购货款,10,1,CNY,20.00,34729010000,5,1,1805,2018-01-26 23:02:28,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1845,1,73670769,16175078715,e1a1ec45dd2784f00295889492704088,PO000000044586,1,PO000000044586,201001,31,采购货款,10,1,CNY,282.00,34729010000,5,1,1805,2018-01-26 23:02:28,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1859,1,74895659,16179670100,336716317d331bb9f036e9f7fb452b27,PO000000061416,1,PO000000061416,201001,31,采购货款,10,1,CNY,365.16,34729010000,5,1,1853,2018-01-26 23:02:28,2018-03-12 14:59:43,2018-03-15 10:59:06,2018-03-15 10:59:06,,0
1874,1,73670769,16179089739,7afdfdc54db94e06df6ed8dcfd666e6e,PO000000059938,1,PO000000059938,201001,31,采购货款,10,1,CNY,304.40,34729010000,5,1,1805,2018-01-26 23:02:28,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1886,1,73670769,16176477322,49af9e7b8f3902080d1e5813d8b195b9,PO000000054400,1,PO000000054400,201001,31,采购货款,10,1,CNY,403.20,34729010000,5,1,1805,2018-01-26 23:02:28,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
1893,1,73670769,16175078848,9cc28a6a927ab37f8f3eaf506f4cb7ac,PO000000044633,1,PO000000044633,201001,31,采购货款,10,1,CNY,875.32,34729010000,5,1,1805,2018-01-26 23:02:29,2018-03-04 21:58:13,2018-03-07 23:19:28,2018-03-07 23:19:28,,0
