"msisdn","iccid","imsi","jihuo_time","kaika_time","create_time","edit_time"
"1064803534660","898602B01615A0009095","460040035209095","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534661","898602B01615A0009096","460040035209096","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534662","898602B01615A0009097","460040035209097","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534663","898602B01615A0009098","460040035209098","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534664","898602B01615A0009099","460040035209099","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534665","898602B01615A0009100","460040035209100","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534666","898602B01615A0009101","460040035209101","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534667","898602B01615A0009102","460040035209102","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534668","898602B01615A0009103","460040035209103","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534669","898602B01615A0009104","460040035209104","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534670","898602B01615A0009105","460040035209105","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534671","898602B01615A0009106","460040035209106","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534672","898602B01615A0009107","460040035209107","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534673","898602B01615A0009108","460040035209108","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534674","898602B01615A0009109","460040035209109","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534675","898602B01615A0009110","460040035209110","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534676","898602B01615A0009111","460040035209111","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534677","898602B01615A0009112","460040035209112","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534678","898602B01615A0009113","460040035209113","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534679","898602B01615A0009114","460040035209114","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534680","898602B01615A0009115","460040035209115","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534681","898602B01615A0009116","460040035209116","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534682","898602B01615A0009117","460040035209117","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534683","898602B01615A0009118","460040035209118","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534684","898602B01615A0009119","460040035209119","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534685","898602B01615A0009120","460040035209120","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534686","898602B01615A0009121","460040035209121","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534687","898602B01615A0009122","460040035209122","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534688","898602B01615A0009123","460040035209123","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534689","898602B01615A0009124","460040035209124","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534690","898602B01615A0009125","460040035209125","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534691","898602B01615A0009126","460040035209126","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534692","898602B01615A0009127","460040035209127","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534693","898602B01615A0009128","460040035209128","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534694","898602B01615A0009129","460040035209129","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534695","898602B01615A0009130","460040035209130","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534696","898602B01615A0009131","460040035209131","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534697","898602B01615A0009132","460040035209132","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534698","898602B01615A0009133","460040035209133","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534700","898602B01615A0009135","460040035209135","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534701","898602B01615A0009136","460040035209136","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534702","898602B01615A0009137","460040035209137","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534703","898602B01615A0009138","460040035209138","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534704","898602B01615A0009139","460040035209139","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534705","898602B01615A0009140","460040035209140","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534706","898602B01615A0009141","460040035209141","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534707","898602B01615A0009142","460040035209142","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534708","898602B01615A0009143","460040035209143","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534709","898602B01615A0009144","460040035209144","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534710","898602B01615A0009145","460040035209145","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534711","898602B01615A0009146","460040035209146","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534712","898602B01615A0009147","460040035209147","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534713","898602B01615A0009148","460040035209148","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534714","898602B01615A0009149","460040035209149","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534715","898602B01615A0009150","460040035209150","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534716","898602B01615A0009151","460040035209151","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534717","898602B01615A0009152","460040035209152","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534718","898602B01615A0009153","460040035209153","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534719","898602B01615A0009154","460040035209154","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534720","898602B01615A0009155","460040035209155","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534721","898602B01615A0009156","460040035209156","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534722","898602B01615A0009157","460040035209157","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534723","898602B01615A0009158","460040035209158","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534724","898602B01615A0009159","460040035209159","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534725","898602B01615A0009160","460040035209160","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534726","898602B01615A0009161","460040035209161","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534727","898602B01615A0009162","460040035209162","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534728","898602B01615A0009163","460040035209163","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534729","898602B01615A0009164","460040035209164","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534730","898602B01615A0009165","460040035209165","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534731","898602B01615A0009166","460040035209166","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534732","898602B01615A0009167","460040035209167","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534733","898602B01615A0009168","460040035209168","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534734","898602B01615A0009169","460040035209169","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534735","898602B01615A0009170","460040035209170","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534736","898602B01615A0009171","460040035209171","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534737","898602B01615A0009172","460040035209172","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534738","898602B01615A0009173","460040035209173","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534739","898602B01615A0009174","460040035209174","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534740","898602B01615A0009175","460040035209175","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534741","898602B01615A0009176","460040035209176","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534742","898602B01615A0009177","460040035209177","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534743","898602B01615A0009178","460040035209178","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534744","898602B01615A0009179","460040035209179","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534745","898602B01615A0009180","460040035209180","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534746","898602B01615A0009181","460040035209181","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534747","898602B01615A0009182","460040035209182","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534748","898602B01615A0009183","460040035209183","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534749","898602B01615A0009184","460040035209184","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534750","898602B01615A0009185","460040035209185","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534751","898602B01615A0009186","460040035209186","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534752","898602B01615A0009187","460040035209187","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534753","898602B01615A0009188","460040035209188","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534754","898602B01615A0009189","460040035209189","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534755","898602B01615A0009190","460040035209190","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534756","898602B01615A0009191","460040035209191","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534757","898602B01615A0009192","460040035209192","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534758","898602B01615A0009193","460040035209193","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534759","898602B01615A0009194","460040035209194","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534760","898602B01615A0009195","460040035209195","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534761","898602B01615A0009196","460040035209196","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534762","898602B01615A0009197","460040035209197","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534763","898602B01615A0009198","460040035209198","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534764","898602B01615A0009199","460040035209199","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534765","898602B01615A0009200","460040035209200","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534766","898602B01615A0009201","460040035209201","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534767","898602B01615A0009202","460040035209202","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534768","898602B01615A0009203","460040035209203","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534769","898602B01615A0009204","460040035209204","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534770","898602B01615A0009205","460040035209205","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534771","898602B01615A0009206","460040035209206","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534772","898602B01615A0009207","460040035209207","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534773","898602B01615A0009208","460040035209208","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534774","898602B01615A0009209","460040035209209","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534775","898602B01615A0009210","460040035209210","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534776","898602B01615A0009211","460040035209211","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534777","898602B01615A0009212","460040035209212","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534778","898602B01615A0009213","460040035209213","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534779","898602B01615A0009214","460040035209214","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534780","898602B01615A0009215","460040035209215","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534781","898602B01615A0009216","460040035209216","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534782","898602B01615A0009217","460040035209217","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534783","898602B01615A0009218","460040035209218","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534784","898602B01615A0009219","460040035209219","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534785","898602B01615A0009220","460040035209220","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534786","898602B01615A0009221","460040035209221","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534787","898602B01615A0009222","460040035209222","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534788","898602B01615A0009223","460040035209223","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534789","898602B01615A0009224","460040035209224","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534790","898602B01615A0009225","460040035209225","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534791","898602B01615A0009226","460040035209226","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534792","898602B01615A0009227","460040035209227","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534793","898602B01615A0009228","460040035209228","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534794","898602B01615A0009229","460040035209229","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534795","898602B01615A0009230","460040035209230","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534796","898602B01615A0009231","460040035209231","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534797","898602B01615A0009232","460040035209232","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534798","898602B01615A0009233","460040035209233","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534799","898602B01615A0009234","460040035209234","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534800","898602B01615A0009235","460040035209235","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534801","898602B01615A0009236","460040035209236","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534802","898602B01615A0009237","460040035209237","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534803","898602B01615A0009238","460040035209238","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534804","898602B01615A0009239","460040035209239","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
"1064803534805","898602B01615A0009240","460040035209240","","2016/3/25","2017/5/29 20:08:00","2017/5/29 20:08:00"
